,FIPS_Code,State,Area_Name,Poverty_Num,Poverty_Rate
2969,51550,VA,Chesapeake city,24815.0,10.0
2970,51570,VA,Colonial Heights city,1889.0,10.4
2971,51580,VA,Covington city,966.0,17.7
2972,51590,VA,Danville city,9452.0,23.400000000000002
2973,51595,VA,Emporia city,1055.0,20.1
2974,51600,VA,Fairfax city,1833.0,7.4
2975,51610,VA,Falls Church city,738.0,5.1000000000000005
2976,51620,VA,Franklin city,1628.0,19.8
2977,51630,VA,Fredericksburg city,3384.0,12.700000000000001
2978,51640,VA,Galax city,1350.0,20.8
2979,51650,VA,Hampton city,17827.0,13.4
2980,51660,VA,Harrisonburg city,10414.0,23.8
2981,51670,VA,Hopewell city,4489.0,20.0
2982,51678,VA,Lexington city,1031.0,21.400000000000002
2983,51680,VA,Lynchburg city,13198.0,19.1
2984,51683,VA,Manassas city,4559.0,10.700000000000001
2985,51685,VA,Manassas Park city,1257.0,7.7
2986,51690,VA,Martinsville city,2999.0,22.5
2987,51700,VA,Newport News city,27335.0,15.700000000000001
2988,51710,VA,Norfolk city,38185.0,18.3
2989,51720,VA,Norton city,712.0,20.6
2990,51730,VA,Petersburg city,6946.0,21.200000000000003
2991,51735,VA,Poquoson city,725.0,5.800000000000001
2992,51740,VA,Portsmouth city,17578.0,18.7
2993,51750,VA,Radford city,3562.0,26.400000000000002
2994,51760,VA,Richmond city,38475.0,17.6
2995,51770,VA,Roanoke city,17522.0,18.400000000000002
2996,51775,VA,Salem city,2459.0,10.4
2997,51790,VA,Staunton city,2776.0,11.3
2998,51800,VA,Suffolk city,11033.0,11.100000000000001
2999,51810,VA,Virginia Beach city,38630.0,8.700000000000001
3000,51820,VA,Waynesboro city,2940.0,12.9
3001,51830,VA,Williamsburg city,2058.0,18.8
3002,51840,VA,Winchester city,4286.0,16.2
3003,53000,WA,Washington,793263.0,10.3
3004,53001,WA,Adams County,3107.0,15.100000000000001
3005,53003,WA,Asotin County,3323.0,14.9
3006,53005,WA,Benton County,23890.0,11.200000000000001
3007,53007,WA,Chelan County,8086.0,10.200000000000001
3008,53009,WA,Clallam County,9120.0,11.9
3009,53011,WA,Clark County,38572.0,7.5
3010,53013,WA,Columbia County,546.0,13.600000000000001
3011,53015,WA,Cowlitz County,14756.0,13.200000000000001
3012,53017,WA,Douglas County,5281.0,11.8
3013,53019,WA,Ferry County,1275.0,17.2
3014,53021,WA,Franklin County,12341.0,12.8
3015,53023,WA,Garfield County,331.0,14.100000000000001
3016,53025,WA,Grant County,15448.0,15.200000000000001
3017,53027,WA,Grays Harbor County,11317.0,15.100000000000001
3018,53029,WA,Island County,7234.0,8.6
3019,53031,WA,Jefferson County,3674.0,11.0
3020,53033,WA,King County,197703.0,8.8
3021,53035,WA,Kitsap County,23273.0,8.700000000000001
3022,53037,WA,Kittitas County,6869.0,15.200000000000001
3023,53039,WA,Klickitat County,2786.0,11.9
3024,53041,WA,Lewis County,11694.0,13.700000000000001
3025,53043,WA,Lincoln County,1245.0,10.700000000000001
3026,53045,WA,Mason County,7953.0,12.0
3027,53047,WA,Okanogan County,7229.0,16.7
3028,53049,WA,Pacific County,3132.0,13.100000000000001
3029,53051,WA,Pend Oreille County,2047.0,14.4
3030,53053,WA,Pierce County,89696.0,9.9
3031,53055,WA,San Juan County,1739.0,9.4
3032,53057,WA,Skagit County,12671.0,9.700000000000001
3033,53059,WA,Skamania County,1382.0,11.0
3034,53061,WA,Snohomish County,73606.0,8.8
3035,53063,WA,Spokane County,67235.0,12.5
3036,53065,WA,Stevens County,5791.0,11.9
3037,53067,WA,Thurston County,29265.0,9.9
3038,53069,WA,Wahkiakum County,537.0,11.3
3039,53071,WA,Walla Walla County,8496.0,14.9
3040,53073,WA,Whatcom County,29187.0,12.9
3041,53075,WA,Whitman County,10515.0,24.8
3042,53077,WA,Yakima County,40910.0,16.1
3043,54000,WV,West Virginia,281922.0,16.400000000000002
3044,54001,WV,Barbour County,2920.0,20.0
3045,54003,WV,Berkeley County,14758.0,11.3
3046,54005,WV,Boone County,4237.0,20.8
3047,54007,WV,Braxton County,2298.0,19.700000000000003
3048,54009,WV,Brooke County,2910.0,14.100000000000001
3049,54011,WV,Cabell County,17413.0,19.8
3050,54013,WV,Calhoun County,1260.0,21.3
3051,54015,WV,Clay County,1807.0,23.5
3052,54017,WV,Doddridge County,1233.0,18.900000000000002
3053,54019,WV,Fayette County,6262.0,16.7
3054,54021,WV,Gilmer County,1477.0,26.400000000000002
3055,54023,WV,Grant County,1787.0,16.6
3056,54025,WV,Greenbrier County,5769.0,18.2
3057,54027,WV,Hampshire County,3298.0,14.200000000000001
3058,54029,WV,Hancock County,3933.0,14.100000000000001
3059,54031,WV,Hardy County,1948.0,13.8
3060,54033,WV,Harrison County,9135.0,14.4
3061,54035,WV,Jackson County,4041.0,14.8
3062,54037,WV,Jefferson County,5262.0,9.0
3063,54039,WV,Kanawha County,26860.0,15.600000000000001
3064,54041,WV,Lewis County,2692.0,16.400000000000002
3065,54043,WV,Lincoln County,4251.0,21.700000000000003
3066,54045,WV,Logan County,5838.0,19.400000000000002
3067,54047,WV,McDowell County,5571.0,36.2
3068,54049,WV,Marion County,7962.0,14.700000000000001
3069,54051,WV,Marshall County,4309.0,15.100000000000001
3070,54053,WV,Mason County,4324.0,18.0
3071,54055,WV,Mercer County,11203.0,19.700000000000003
3072,54057,WV,Mineral County,3654.0,13.9
3073,54059,WV,Mingo County,6304.0,28.8
3074,54061,WV,Monongalia County,18255.0,18.3
3075,54063,WV,Monroe County,2013.0,16.400000000000002
3076,54065,WV,Morgan County,1865.0,10.700000000000001
3077,54067,WV,Nicholas County,4641.0,19.3
3078,54069,WV,Ohio County,5689.0,14.5
3079,54071,WV,Pendleton County,825.0,13.9
3080,54073,WV,Pleasants County,969.0,14.5
3081,54075,WV,Pocahontas County,1428.0,19.200000000000003
3082,54077,WV,Preston County,5297.0,17.3
3083,54079,WV,Putnam County,5808.0,10.3
3084,54081,WV,Raleigh County,12538.0,18.2
3085,54083,WV,Randolph County,4700.0,18.900000000000002
3086,54085,WV,Ritchie County,1433.0,17.7
3087,54087,WV,Roane County,2672.0,19.6
3088,54089,WV,Summers County,2387.0,22.6
3089,54091,WV,Taylor County,2238.0,14.100000000000001
3090,54093,WV,Tucker County,1137.0,17.6
3091,54095,WV,Tyler County,1486.0,19.0
3092,54097,WV,Upshur County,4112.0,18.3
3093,54099,WV,Wayne County,6820.0,18.2
3094,54101,WV,Webster County,2092.0,26.3
3095,54103,WV,Wetzel County,2388.0,17.400000000000002
3096,54105,WV,Wirt County,882.0,17.7
3097,54107,WV,Wood County,11200.0,13.700000000000001
3098,54109,WV,Wyoming County,4331.0,21.5
3099,55000,WI,Wisconsin,614069.0,10.600000000000001
3100,55001,WI,Adams County,2669.0,13.200000000000001
3101,55003,WI,Ashland County,2185.0,14.100000000000001
3102,55005,WI,Barron County,4616.0,10.0
3103,55007,WI,Bayfield County,1666.0,10.0
3104,55009,WI,Brown County,25827.0,9.700000000000001
3105,55011,WI,Buffalo County,1359.0,10.200000000000001
3106,55013,WI,Burnett County,2279.0,13.5
3107,55015,WI,Calumet County,2419.0,4.6000000000000005
3108,55017,WI,Chippewa County,5830.0,9.0
3109,55019,WI,Clark County,4004.0,11.700000000000001
3110,55021,WI,Columbia County,4496.0,7.9
3111,55023,WI,Crawford County,2144.0,14.0
3112,55025,WI,Dane County,56180.0,10.0
3113,55027,WI,Dodge County,7118.0,8.6
3114,55029,WI,Door County,2654.0,8.8
3115,55031,WI,Douglas County,4097.0,9.5
3116,55033,WI,Dunn County,4652.0,10.9
3117,55035,WI,Eau Claire County,11136.0,10.8
3118,55037,WI,Florence County,496.0,10.700000000000001
3119,55039,WI,Fond du Lac County,9301.0,9.200000000000001
3120,55041,WI,Forest County,1452.0,15.8
3121,55043,WI,Grant County,6609.0,13.700000000000001
3122,55045,WI,Green County,3040.0,8.3
3123,55047,WI,Green Lake County,1985.0,10.4
3124,55049,WI,Iowa County,2010.0,8.4
3125,55051,WI,Iron County,824.0,13.5
3126,55053,WI,Jackson County,2479.0,12.600000000000001
3127,55055,WI,Jefferson County,7607.0,9.3
3128,55057,WI,Juneau County,3128.0,12.5
3129,55059,WI,Kenosha County,18389.0,11.3
3130,55061,WI,Kewaunee County,1785.0,8.700000000000001
3131,55063,WI,La Crosse County,14068.0,12.100000000000001
3132,55065,WI,Lafayette County,1884.0,11.200000000000001
3133,55067,WI,Langlade County,2595.0,13.600000000000001
3134,55069,WI,Lincoln County,2762.0,9.9
3135,55071,WI,Manitowoc County,7436.0,9.200000000000001
3136,55073,WI,Marathon County,13122.0,9.600000000000001
3137,55075,WI,Marinette County,4714.0,11.4
3138,55077,WI,Marquette County,1827.0,11.600000000000001
3139,55078,WI,Menominee County,1154.0,27.400000000000002
3140,55079,WI,Milwaukee County,153720.0,17.1
3141,55081,WI,Monroe County,5848.0,12.8
3142,55083,WI,Oconto County,3401.0,8.6
3143,55085,WI,Oneida County,3076.0,8.200000000000001
3144,55087,WI,Outagamie County,11991.0,6.300000000000001
3145,55089,WI,Ozaukee County,4403.0,4.800000000000001
3146,55091,WI,Pepin County,762.0,10.3
3147,55093,WI,Pierce County,3362.0,8.3
3148,55095,WI,Polk County,4120.0,9.1
3149,55097,WI,Portage County,6697.0,9.8
3150,55099,WI,Price County,1679.0,12.0
3151,55101,WI,Racine County,20528.0,10.700000000000001
3152,55103,WI,Richland County,2206.0,13.0
3153,55105,WI,Rock County,18138.0,11.200000000000001
3154,55107,WI,Rusk County,1910.0,13.700000000000001
3155,55109,WI,St. Croix County,5506.0,5.7
3156,55111,WI,Sauk County,6097.0,9.4
3157,55113,WI,Sawyer County,2734.0,15.0
3158,55115,WI,Shawano County,4659.0,11.5
3159,55117,WI,Sheboygan County,10197.0,8.9
3160,55119,WI,Taylor County,2254.0,11.3
3161,55121,WI,Trempealeau County,3590.0,11.8
3162,55123,WI,Vernon County,3864.0,12.5
3163,55125,WI,Vilas County,2941.0,12.3
3164,55127,WI,Walworth County,10790.0,10.5
3165,55129,WI,Washburn County,1815.0,10.8
3166,55131,WI,Washington County,8274.0,6.0
3167,55133,WI,Waukesha County,22694.0,5.5
3168,55135,WI,Waupaca County,6055.0,12.100000000000001
3169,55137,WI,Waushara County,2490.0,10.5
3170,55139,WI,Winnebago County,17108.0,10.3
3171,55141,WI,Wood County,7158.0,9.8
3172,56000,WY,Wyoming,59458.0,10.4
3173,56001,WY,Albany County,5922.0,16.7
3174,56003,WY,Big Horn County,1479.0,12.600000000000001
3175,56005,WY,Campbell County,3987.0,8.5
3176,56007,WY,Carbon County,1561.0,11.4
3177,56009,WY,Converse County,1422.0,10.4
3178,56011,WY,Crook County,534.0,7.1000000000000005
3179,56013,WY,Fremont County,5248.0,13.5
3180,56015,WY,Goshen County,1662.0,14.4
3181,56017,WY,Hot Springs County,507.0,11.100000000000001
3182,56019,WY,Johnson County,730.0,8.4
3183,56021,WY,Laramie County,9587.0,9.600000000000001
3184,56023,WY,Lincoln County,1450.0,7.0
3185,56025,WY,Natrona County,8266.0,10.5
3186,56027,WY,Niobrara County,333.0,15.8
3187,56029,WY,Park County,2930.0,9.700000000000001
3188,56031,WY,Platte County,931.0,11.0
3189,56033,WY,Sheridan County,2993.0,9.4
3190,56035,WY,Sublette County,681.0,7.6000000000000005
3191,56037,WY,Sweetwater County,4056.0,10.0
3192,56039,WY,Teton County,1429.0,6.2
3193,56041,WY,Uinta County,2109.0,10.3
3194,56043,WY,Washakie County,929.0,12.3
3195,56045,WY,Weston County,710.0,11.4
