,FIPS_Code,State,Area_Name,Est_Population
798,18151,IN,Steuben County,34917.0
799,18153,IN,Sullivan County,20757.0
800,18155,IN,Switzerland County,10019.0
801,18157,IN,Tippecanoe County,188792.0
802,18159,IN,Tipton County,15256.0
803,18161,IN,Union County,6973.0
804,18163,IN,Vanderburgh County,179810.0
805,18165,IN,Vermillion County,15417.0
806,18167,IN,Vigo County,106153.0
807,18169,IN,Wabash County,30670.0
808,18171,IN,Warren County,8518.0
809,18173,IN,Warrick County,65867.0
810,18175,IN,Washington County,28205.0
811,18177,IN,Wayne County,66127.0
812,18179,IN,Wells County,28555.0
813,18181,IN,White County,24917.0
814,18183,IN,Whitley County,34742.0
815,19000,IA,Iowa,3207004.0
816,19001,IA,Adair County,7389.0
817,19003,IA,Adams County,3544.0
818,19005,IA,Allamakee County,14074.0
819,19007,IA,Appanoose County,12119.0
820,19009,IA,Audubon County,5534.0
821,19011,IA,Benton County,25796.0
822,19013,IA,Black Hawk County,130471.0
823,19015,IA,Boone County,26590.0
824,19017,IA,Bremer County,25307.0
825,19019,IA,Buchanan County,20691.0
826,19021,IA,Buena Vista County,20567.0
827,19023,IA,Butler County,14172.0
828,19025,IA,Calhoun County,9763.0
829,19027,IA,Carroll County,20522.0
830,19029,IA,Cass County,13130.0
831,19031,IA,Cedar County,18302.0
832,19033,IA,Cerro Gordo County,42406.0
833,19035,IA,Cherokee County,11605.0
834,19037,IA,Chickasaw County,11658.0
835,19039,IA,Clarke County,9588.0
836,19041,IA,Clay County,16511.0
837,19043,IA,Clayton County,16969.0
838,19045,IA,Clinton County,46158.0
839,19047,IA,Crawford County,16013.0
840,19049,IA,Dallas County,111092.0
841,19051,IA,Davis County,9169.0
842,19053,IA,Decatur County,7665.0
843,19055,IA,Delaware County,17600.0
844,19057,IA,Des Moines County,38253.0
845,19059,IA,Dickinson County,18056.0
846,19061,IA,Dubuque County,98887.0
847,19063,IA,Emmet County,9229.0
848,19065,IA,Fayette County,19210.0
849,19067,IA,Floyd County,15326.0
850,19069,IA,Franklin County,9875.0
851,19071,IA,Fremont County,6458.0
852,19073,IA,Greene County,8584.0
853,19075,IA,Grundy County,12384.0
854,19077,IA,Guthrie County,10722.0
855,19079,IA,Hamilton County,14729.0
856,19081,IA,Hancock County,10615.0
857,19083,IA,Hardin County,16463.0
858,19085,IA,Harrison County,14670.0
859,19087,IA,Henry County,19547.0
860,19089,IA,Howard County,9376.0
861,19091,IA,Humboldt County,9500.0
862,19093,IA,Ida County,6833.0
863,19095,IA,Iowa County,16381.0
864,19097,IA,Jackson County,19342.0
865,19099,IA,Jasper County,37919.0
866,19101,IA,Jefferson County,15440.0
867,19103,IA,Johnson County,157528.0
868,19105,IA,Jones County,20900.0
869,19107,IA,Keokuk County,9914.0
870,19109,IA,Kossuth County,14396.0
871,19111,IA,Lee County,32565.0
872,19113,IA,Linn County,228972.0
873,19115,IA,Louisa County,10513.0
874,19117,IA,Lucas County,8747.0
875,19119,IA,Lyon County,12324.0
876,19121,IA,Madison County,16971.0
877,19123,IA,Mahaska County,21874.0
878,19125,IA,Marion County,33770.0
879,19127,IA,Marshall County,40014.0
880,19129,IA,Mills County,14633.0
881,19131,IA,Mitchell County,10518.0
882,19133,IA,Monona County,8493.0
883,19135,IA,Monroe County,7504.0
884,19137,IA,Montgomery County,10139.0
885,19139,IA,Muscatine County,42218.0
886,19141,IA,O'Brien County,14012.0
887,19143,IA,Osceola County,5978.0
888,19145,IA,Page County,15014.0
889,19147,IA,Palo Alto County,8810.0
890,19149,IA,Plymouth County,25722.0
891,19151,IA,Pocahontas County,6976.0
892,19153,IA,Polk County,505255.0
893,19155,IA,Pottawattamie County,93179.0
894,19157,IA,Poweshiek County,18453.0
895,19159,IA,Ringgold County,4642.0
896,19161,IA,Sac County,9686.0
897,19163,IA,Scott County,174270.0
898,19165,IA,Shelby County,11806.0
899,19167,IA,Sioux County,36246.0
900,19169,IA,Story County,98566.0
901,19171,IA,Tama County,16833.0
902,19173,IA,Taylor County,5924.0
903,19175,IA,Union County,11906.0
904,19177,IA,Van Buren County,7266.0
905,19179,IA,Wapello County,35166.0
906,19181,IA,Warren County,55205.0
907,19183,IA,Washington County,22560.0
908,19185,IA,Wayne County,6557.0
909,19187,IA,Webster County,36485.0
910,19189,IA,Winnebago County,10571.0
911,19191,IA,Winneshiek County,19815.0
912,19193,IA,Woodbury County,105951.0
913,19195,IA,Worth County,7297.0
914,19197,IA,Wright County,12656.0
915,20000,KS,Kansas,2940546.0
916,20001,KS,Allen County,12412.0
917,20003,KS,Anderson County,7838.0
918,20005,KS,Atchison County,16016.0
919,20007,KS,Barber County,4071.0
920,20009,KS,Barton County,24899.0
921,20011,KS,Bourbon County,14408.0
922,20013,KS,Brown County,9250.0
923,20015,KS,Butler County,68632.0
924,20017,KS,Chase County,2579.0
925,20019,KS,Chautauqua County,3347.0
926,20021,KS,Cherokee County,19054.0
927,20023,KS,Cheyenne County,2636.0
928,20025,KS,Clark County,1847.0
929,20027,KS,Clay County,8007.0
930,20029,KS,Cloud County,8854.0
931,20031,KS,Coffey County,8251.0
932,20033,KS,Comanche County,1655.0
933,20035,KS,Cowley County,34157.0
934,20037,KS,Crawford County,38764.0
935,20039,KS,Decatur County,2712.0
936,20041,KS,Dickinson County,18445.0
937,20043,KS,Doniphan County,7493.0
938,20045,KS,Douglas County,120553.0
939,20047,KS,Edwards County,2733.0
940,20049,KS,Elk County,2467.0
941,20051,KS,Ellis County,28810.0
942,20053,KS,Ellsworth County,6357.0
943,20055,KS,Finney County,37466.0
944,20057,KS,Ford County,33980.0
945,20059,KS,Franklin County,26125.0
946,20061,KS,Geary County,35047.0
947,20063,KS,Gove County,2735.0
948,20065,KS,Graham County,2376.0
949,20067,KS,Grant County,7147.0
950,20069,KS,Gray County,5743.0
951,20071,KS,Greeley County,1181.0
952,20073,KS,Greenwood County,5870.0
953,20075,KS,Hamilton County,2437.0
954,20077,KS,Harper County,5435.0
955,20079,KS,Harvey County,33504.0
956,20081,KS,Haskell County,3630.0
957,20083,KS,Hodgeman County,1655.0
958,20085,KS,Jackson County,13368.0
959,20087,KS,Jefferson County,18327.0
960,20089,KS,Jewell County,2847.0
961,20091,KS,Johnson County,622237.0
962,20093,KS,Kearny County,3823.0
963,20095,KS,Kingman County,7066.0
964,20097,KS,Kiowa County,2374.0
965,20099,KS,Labette County,19728.0
966,20101,KS,Lane County,1529.0
967,20103,KS,Leavenworth County,83518.0
968,20105,KS,Lincoln County,2920.0
969,20107,KS,Linn County,9860.0
970,20109,KS,Logan County,2665.0
971,20111,KS,Lyon County,32172.0
972,20113,KS,McPherson County,30091.0
973,20115,KS,Marion County,11690.0
974,20117,KS,Marshall County,9933.0
975,20119,KS,Meade County,3911.0
976,20121,KS,Miami County,35320.0
977,20123,KS,Mitchell County,5719.0
978,20125,KS,Montgomery County,30568.0
979,20127,KS,Morris County,5334.0
980,20129,KS,Morton County,2580.0
981,20131,KS,Nemaha County,10114.0
982,20133,KS,Neosho County,15420.0
983,20135,KS,Ness County,2618.0
984,20137,KS,Norton County,5330.0
985,20139,KS,Osage County,15824.0
986,20141,KS,Osborne County,3427.0
987,20143,KS,Ottawa County,5818.0
988,20145,KS,Pawnee County,6126.0
989,20147,KS,Phillips County,4761.0
990,20149,KS,Pottawatomie County,26382.0
991,20151,KS,Pratt County,9082.0
992,20153,KS,Rawlins County,2463.0
993,20155,KS,Reno County,61497.0
994,20157,KS,Republic County,4627.0
995,20159,KS,Rice County,9260.0
996,20161,KS,Riley County,71402.0
997,20163,KS,Rooks County,4778.0
998,20165,KS,Rush County,2830.0
999,20167,KS,Russell County,6723.0
1000,20169,KS,Saline County,53098.0
1001,20171,KS,Scott County,4922.0
1002,20173,KS,Sedgwick County,528469.0
1003,20175,KS,Seward County,21067.0
1004,20177,KS,Shawnee County,177746.0
1005,20179,KS,Sheridan County,2423.0
1006,20181,KS,Sherman County,5844.0
1007,20183,KS,Smith County,3590.0
1008,20185,KS,Stafford County,3909.0
1009,20187,KS,Stanton County,1901.0
1010,20189,KS,Stevens County,5077.0
1011,20191,KS,Sumner County,22334.0
1012,20193,KS,Thomas County,7865.0
1013,20195,KS,Trego County,2731.0
1014,20197,KS,Wabaunsee County,7057.0
1015,20199,KS,Wallace County,1509.0
1016,20201,KS,Washington County,5504.0
1017,20203,KS,Wichita County,2082.0
1018,20205,KS,Wilson County,8382.0
1019,20207,KS,Woodson County,3115.0
1020,20209,KS,Wyandotte County,165281.0
1021,21000,KY,Kentucky,4526154.0
1022,21001,KY,Adair County,19264.0
1023,21003,KY,Allen County,21788.0
1024,21005,KY,Anderson County,24613.0
1025,21007,KY,Ballard County,7582.0
1026,21009,KY,Barren County,45008.0
1027,21011,KY,Bath County,12975.0
1028,21013,KY,Bell County,23317.0
1029,21015,KY,Boone County,140496.0
1030,21017,KY,Bourbon County,20134.0
1031,21019,KY,Boyd County,47826.0
1032,21021,KY,Boyle County,30988.0
1033,21023,KY,Bracken County,8426.0
1034,21025,KY,Breathitt County,12953.0
1035,21027,KY,Breckinridge County,21124.0
1036,21029,KY,Bullitt County,84863.0
1037,21031,KY,Butler County,12375.0
1038,21033,KY,Caldwell County,12551.0
1039,21035,KY,Calloway County,38280.0
1040,21037,KY,Campbell County,93702.0
1041,21039,KY,Carlisle County,4704.0
1042,21041,KY,Carroll County,10987.0
1043,21043,KY,Carter County,26366.0
1044,21045,KY,Casey County,15918.0
1045,21047,KY,Christian County,72032.0
1046,21049,KY,Clark County,37304.0
1047,21051,KY,Clay County,19648.0
1048,21053,KY,Clinton County,9148.0
1049,21055,KY,Crittenden County,8974.0
1050,21057,KY,Cumberland County,6000.0
1051,21059,KY,Daviess County,103458.0
1052,21061,KY,Edmonson County,12448.0
1053,21063,KY,Elliott County,7245.0
1054,21065,KY,Estill County,13936.0
1055,21067,KY,Fayette County,320154.0
1056,21069,KY,Fleming County,15442.0
1057,21071,KY,Floyd County,34423.0
1058,21073,KY,Franklin County,51644.0
1059,21075,KY,Fulton County,6338.0
1060,21077,KY,Gallatin County,8792.0
1061,21079,KY,Garrard County,17829.0
1062,21081,KY,Grant County,25619.0
1063,21083,KY,Graves County,36461.0
1064,21085,KY,Grayson County,26825.0
1065,21087,KY,Green County,11468.0
1066,21089,KY,Greenup County,35221.0
1067,21091,KY,Hancock County,8920.0
1068,21093,KY,Hardin County,112273.0
1069,21095,KY,Harlan County,25324.0
1070,21097,KY,Harrison County,19415.0
1071,21099,KY,Hart County,19724.0
1072,21101,KY,Henderson County,44119.0
1073,21103,KY,Henry County,15973.0
1074,21105,KY,Hickman County,4447.0
1075,21107,KY,Hopkins County,44929.0
1076,21109,KY,Jackson County,13104.0
1077,21111,KY,Jefferson County,772144.0
1078,21113,KY,Jessamine County,55017.0
1079,21115,KY,Johnson County,22116.0
1080,21117,KY,Kenton County,171321.0
1081,21119,KY,Knott County,13659.0
1082,21121,KY,Knox County,29794.0
1083,21123,KY,Larue County,15303.0
1084,21125,KY,Laurel County,63296.0
1085,21127,KY,Lawrence County,16000.0
1086,21129,KY,Lee County,7293.0
1087,21131,KY,Leslie County,9864.0
1088,21133,KY,Letcher County,20423.0
1089,21135,KY,Lewis County,12973.0
1090,21137,KY,Lincoln County,24776.0
1091,21139,KY,Livingston County,8892.0
1092,21141,KY,Logan County,28283.0
1093,21143,KY,Lyon County,9187.0
1094,21145,KY,McCracken County,67428.0
1095,21147,KY,McCreary County,17050.0
1096,21149,KY,McLean County,9054.0
1097,21151,KY,Madison County,96735.0
1098,21153,KY,Magoffin County,11228.0
1099,21155,KY,Marion County,19834.0
1100,21157,KY,Marshall County,31744.0
1101,21159,KY,Martin County,10928.0
1102,21161,KY,Mason County,16841.0
1103,21163,KY,Meade County,30131.0
1104,21165,KY,Menifee County,6286.0
1105,21167,KY,Mercer County,23097.0
1106,21169,KY,Metcalfe County,10482.0
1107,21171,KY,Monroe County,11306.0
1108,21173,KY,Montgomery County,28527.0
1109,21175,KY,Morgan County,14283.0
1110,21177,KY,Muhlenberg County,30568.0
1111,21179,KY,Nelson County,47730.0
1112,21181,KY,Nicholas County,7686.0
1113,21183,KY,Ohio County,23626.0
1114,21185,KY,Oldham County,70183.0
1115,21187,KY,Owen County,11313.0
1116,21189,KY,Owsley County,4001.0
1117,21191,KY,Pendleton County,14810.0
1118,21193,KY,Perry County,27133.0
1119,21195,KY,Pike County,55973.0
1120,21197,KY,Powell County,12972.0
1121,21199,KY,Pulaski County,66191.0
1122,21201,KY,Robertson County,2313.0
1123,21203,KY,Rockcastle County,16190.0
1124,21205,KY,Rowan County,24409.0
1125,21207,KY,Russell County,18279.0
1126,21209,KY,Scott County,60168.0
1127,21211,KY,Shelby County,49515.0
1128,21213,KY,Simpson County,20195.0
1129,21215,KY,Spencer County,20531.0
1130,21217,KY,Taylor County,26443.0
1131,21219,KY,Todd County,12494.0
1132,21221,KY,Trigg County,14369.0
1133,21223,KY,Trimble County,8607.0
1134,21225,KY,Union County,13106.0
1135,21227,KY,Warren County,142229.0
1136,21229,KY,Washington County,12267.0
1137,21231,KY,Wayne County,19580.0
1138,21233,KY,Webster County,12726.0
1139,21235,KY,Whitley County,36825.0
1140,21237,KY,Wolfe County,6282.0
1141,21239,KY,Woodford County,27268.0
1142,22000,LA,Louisiana,4573749.0
1143,22001,LA,Acadia Parish,56489.0
1144,22003,LA,Allen Parish,22112.0
1145,22005,LA,Ascension Parish,131632.0
1146,22007,LA,Assumption Parish,20160.0
1147,22009,LA,Avoyelles Parish,38408.0
1148,22011,LA,Beauregard Parish,36827.0
1149,22013,LA,Bienville Parish,12366.0
1150,22015,LA,Bossier Parish,129795.0
1151,22017,LA,Caddo Parish,226386.0
1152,22019,LA,Calcasieu Parish,203761.0
1153,22021,LA,Caldwell Parish,9389.0
1154,22023,LA,Cameron Parish,4768.0
1155,22025,LA,Catahoula Parish,8414.0
1156,22027,LA,Claiborne Parish,13670.0
1157,22029,LA,Concordia Parish,17688.0
1158,22031,LA,De Soto Parish,27114.0
1159,22033,LA,East Baton Rouge Parish,448467.0
1160,22035,LA,East Carroll Parish,6829.0
1161,22037,LA,East Feliciana Parish,19229.0
1162,22039,LA,Evangeline Parish,31754.0
1163,22041,LA,Franklin Parish,19285.0
1164,22043,LA,Grant Parish,21911.0
1165,22045,LA,Iberia Parish,67659.0
1166,22047,LA,Iberville Parish,29617.0
1167,22049,LA,Jackson Parish,14746.0
1168,22051,LA,Jefferson Parish,421777.0
1169,22053,LA,Jefferson Davis Parish,31553.0
1170,22055,LA,Lafayette Parish,249750.0
1171,22057,LA,Lafourche Parish,95056.0
1172,22059,LA,LaSalle Parish,14800.0
1173,22061,LA,Lincoln Parish,47962.0
1174,22063,LA,Livingston Parish,150145.0
1175,22065,LA,Madison Parish,9246.0
1176,22067,LA,Morehouse Parish,23955.0
1177,22069,LA,Natchitoches Parish,36291.0
1178,22071,LA,Orleans Parish,364136.0
1179,22073,LA,Ouachita Parish,157568.0
1180,22075,LA,Plaquemines Parish,22386.0
1181,22077,LA,Pointe Coupee Parish,20000.0
1182,22079,LA,Rapides Parish,126260.0
1183,22081,LA,Red River Parish,7356.0
1184,22083,LA,Richland Parish,19712.0
1185,22085,LA,Sabine Parish,21906.0
1186,22087,LA,St. Bernard Parish,44463.0
1187,22089,LA,St. Charles Parish,50620.0
1188,22091,LA,St. Helena Parish,10774.0
1189,22093,LA,St. James Parish,19191.0
1190,22095,LA,St. John the Baptist Parish,39592.0
1191,22097,LA,St. Landry Parish,81464.0
1192,22099,LA,St. Martin Parish,51057.0
1193,22101,LA,St. Mary Parish,47055.0
1194,22103,LA,St. Tammany Parish,275583.0
1195,22105,LA,Tangipahoa Parish,138064.0
1196,22107,LA,Tensas Parish,3764.0
1197,22109,LA,Terrebonne Parish,103616.0
1198,22111,LA,Union Parish,20650.0
1199,22113,LA,Vermilion Parish,56992.0
1200,22115,LA,Vernon Parish,46250.0
1201,22117,LA,Washington Parish,44865.0
1202,22119,LA,Webster Parish,35238.0
1203,22121,LA,West Baton Rouge Parish,28266.0
1204,22123,LA,West Carroll Parish,9323.0
1205,22125,LA,West Feliciana Parish,15371.0
1206,22127,LA,Winn Parish,13216.0
1207,23000,ME,Maine,1395722.0
1208,23001,ME,Androscoggin County,113765.0
1209,23003,ME,Aroostook County,67351.0
1210,23005,ME,Cumberland County,310230.0
1211,23007,ME,Franklin County,30828.0
1212,23009,ME,Hancock County,56526.0
1213,23011,ME,Kennebec County,127259.0
1214,23013,ME,Knox County,40977.0
1215,23015,ME,Lincoln County,36507.0
1216,23017,ME,Oxford County,59905.0
1217,23019,ME,Penobscot County,155312.0
1218,23021,ME,Piscataquis County,17486.0
1219,23023,ME,Sagadahoc County,37513.0
1220,23025,ME,Somerset County,51302.0
1221,23027,ME,Waldo County,40620.0
1222,23029,ME,Washington County,31555.0
1223,23031,ME,York County,218586.0
1224,24000,MD,Maryland,6180253.0
1225,24001,MD,Allegany County,67273.0
1226,24003,MD,Anne Arundel County,594582.0
1227,24005,MD,Baltimore County,844703.0
1228,24009,MD,Calvert County,94728.0
1229,24011,MD,Caroline County,33593.0
1230,24013,MD,Carroll County,176639.0
1231,24015,MD,Cecil County,105672.0
1232,24017,MD,Charles County,171973.0
1233,24019,MD,Dorchester County,32879.0
1234,24021,MD,Frederick County,293391.0
1235,24023,MD,Garrett County,28423.0
1236,24025,MD,Harford County,264644.0
1237,24027,MD,Howard County,336001.0
1238,24029,MD,Kent County,19303.0
1239,24031,MD,Montgomery County,1058474.0
1240,24033,MD,Prince George's County,947430.0
1241,24035,MD,Queen Anne's County,52508.0
1242,24037,MD,St. Mary's County,115281.0
1243,24039,MD,Somerset County,24910.0
1244,24041,MD,Talbot County,37823.0
1245,24043,MD,Washington County,155813.0
1246,24045,MD,Wicomico County,104800.0
1247,24047,MD,Worcester County,54171.0
1248,24510,MD,Baltimore city,565239.0
1249,25000,MA,Massachusetts,7001399.0
1250,25001,MA,Barnstable County,231735.0
1251,25003,MA,Berkshire County,126818.0
1252,25005,MA,Bristol County,581841.0
1253,25007,MA,Dukes County,20819.0
1254,25009,MA,Essex County,810089.0
1255,25011,MA,Franklin County,70836.0
1256,25013,MA,Hampden County,460291.0
1257,25015,MA,Hampshire County,162502.0
1258,25017,MA,Middlesex County,1623952.0
1259,25019,MA,Nantucket County,14444.0
1260,25021,MA,Norfolk County,727473.0
1261,25023,MA,Plymouth County,535308.0
1262,25025,MA,Suffolk County,768425.0
1263,25027,MA,Worcester County,866866.0
1264,26000,MI,Michigan,10037261.0
1265,26001,MI,Alcona County,10489.0
1266,26003,MI,Alger County,8757.0
1267,26005,MI,Allegan County,121939.0
1268,26007,MI,Alpena County,28904.0
1269,26009,MI,Antrim County,24409.0
1270,26011,MI,Arenac County,15145.0
1271,26013,MI,Baraga County,8310.0
1272,26015,MI,Barry County,63808.0
1273,26017,MI,Bay County,102500.0
1274,26019,MI,Benzie County,18441.0
1275,26021,MI,Berrien County,152261.0
1276,26023,MI,Branch County,45215.0
1277,26025,MI,Calhoun County,133366.0
1278,26027,MI,Cass County,51642.0
1279,26029,MI,Charlevoix County,26159.0
1280,26031,MI,Cheboygan County,26048.0
1281,26033,MI,Chippewa County,36264.0
1282,26035,MI,Clare County,31316.0
1283,26037,MI,Clinton County,79720.0
1284,26039,MI,Crawford County,13538.0
1285,26041,MI,Delta County,36790.0
1286,26043,MI,Dickinson County,25982.0
1287,26045,MI,Eaton County,108820.0
1288,26047,MI,Emmet County,34123.0
1289,26049,MI,Genesee County,401522.0
1290,26051,MI,Gladwin County,25853.0
1291,26053,MI,Gogebic County,14224.0
1292,26055,MI,Grand Traverse County,96421.0
1293,26057,MI,Gratiot County,41368.0
1294,26059,MI,Hillsdale County,45587.0
1295,26061,MI,Houghton County,37599.0
1296,26063,MI,Huron County,30927.0
1297,26065,MI,Ingham County,284637.0
1298,26067,MI,Ionia County,66262.0
1299,26069,MI,Iosco County,25373.0
1300,26071,MI,Iron County,11740.0
1301,26073,MI,Isabella County,64118.0
1302,26075,MI,Jackson County,159424.0
1303,26077,MI,Kalamazoo County,262215.0
1304,26079,MI,Kalkaska County,18490.0
1305,26081,MI,Kent County,661354.0
1306,26083,MI,Keweenaw County,2172.0
1307,26085,MI,Lake County,12734.0
1308,26087,MI,Lapeer County,88977.0
1309,26089,MI,Leelanau County,23019.0
1310,26091,MI,Lenawee County,97520.0
1311,26093,MI,Livingston County,196757.0
1312,26095,MI,Luce County,6435.0
1313,26097,MI,Mackinac County,10851.0
1314,26099,MI,Macomb County,875101.0
1315,26101,MI,Manistee County,25562.0
1316,26103,MI,Marquette County,66999.0
1317,26105,MI,Mason County,29159.0
1318,26107,MI,Mecosta County,41099.0
1319,26109,MI,Menominee County,22945.0
1320,26111,MI,Midland County,84039.0
1321,26113,MI,Missaukee County,15311.0
1322,26115,MI,Monroe County,155045.0
1323,26117,MI,Montcalm County,68154.0
1324,26119,MI,Montmorency County,9678.0
1325,26121,MI,Muskegon County,176564.0
1326,26123,MI,Newaygo County,51108.0
1327,26125,MI,Oakland County,1270426.0
1328,26127,MI,Oceana County,26981.0
1329,26129,MI,Ogemaw County,20990.0
1330,26131,MI,Ontonagon County,5906.0
1331,26133,MI,Osceola County,23330.0
1332,26135,MI,Oscoda County,8545.0
1333,26137,MI,Otsego County,25747.0
1334,26139,MI,Ottawa County,303372.0
1335,26141,MI,Presque Isle County,13285.0
1336,26143,MI,Roscommon County,23863.0
1337,26145,MI,Saginaw County,187782.0
1338,26147,MI,St. Clair County,159874.0
1339,26149,MI,St. Joseph County,60878.0
1340,26151,MI,Sanilac County,40368.0
1341,26153,MI,Schoolcraft County,8149.0
1342,26155,MI,Shiawassee County,68025.0
1343,26157,MI,Tuscola County,52826.0
1344,26159,MI,Van Buren County,75798.0
1345,26161,MI,Washtenaw County,365536.0
1346,26163,MI,Wayne County,1751169.0
1347,26165,MI,Wexford County,34122.0
1348,27000,MN,Minnesota,5737915.0
1349,27001,MN,Aitkin County,16102.0
1350,27003,MN,Anoka County,372441.0
1351,27005,MN,Becker County,35283.0
1352,27007,MN,Beltrami County,46718.0
1353,27009,MN,Benton County,41600.0
1354,27011,MN,Big Stone County,5105.0
1355,27013,MN,Blue Earth County,70006.0
1356,27015,MN,Brown County,25628.0
1357,27017,MN,Carlton County,36825.0
1358,27019,MN,Carver County,111057.0
1359,27021,MN,Cass County,31446.0
1360,27023,MN,Chippewa County,12172.0
1361,27025,MN,Chisago County,58535.0
1362,27027,MN,Clay County,66258.0
1363,27029,MN,Clearwater County,8644.0
1364,27031,MN,Cook County,5639.0
1365,27033,MN,Cottonwood County,11319.0
1366,27035,MN,Crow Wing County,68304.0
1367,27037,MN,Dakota County,447440.0
1368,27039,MN,Dodge County,21088.0
1369,27041,MN,Douglas County,39953.0
1370,27043,MN,Faribault County,13873.0
1371,27045,MN,Fillmore County,21522.0
1372,27047,MN,Freeborn County,30515.0
1373,27049,MN,Goodhue County,48035.0
1374,27051,MN,Grant County,6139.0
1375,27053,MN,Hennepin County,1258713.0
1376,27055,MN,Houston County,18582.0
1377,27057,MN,Hubbard County,22132.0
1378,27059,MN,Isanti County,43182.0
1379,27061,MN,Itasca County,45365.0
1380,27063,MN,Jackson County,9919.0
1381,27065,MN,Kanabec County,16602.0
1382,27067,MN,Kandiyohi County,43813.0
1383,27069,MN,Kittson County,4060.0
1384,27071,MN,Koochiching County,11751.0
1385,27073,MN,Lac qui Parle County,6630.0
1386,27075,MN,Lake County,10855.0
1387,27077,MN,Lake of the Woods County,3778.0
1388,27079,MN,Le Sueur County,29255.0
1389,27081,MN,Lincoln County,5521.0
1390,27083,MN,Lyon County,25427.0
1391,27085,MN,McLeod County,36785.0
1392,27087,MN,Mahnomen County,5280.0
1393,27089,MN,Marshall County,8810.0
1394,27091,MN,Martin County,19657.0
1395,27093,MN,Meeker County,23490.0
1396,27095,MN,Mille Lacs County,27427.0
1397,27097,MN,Morrison County,34250.0
1398,27099,MN,Mower County,40058.0
1399,27101,MN,Murray County,8049.0
1400,27103,MN,Nicollet County,34242.0
1401,27105,MN,Nobles County,21727.0
1402,27107,MN,Norman County,6329.0
1403,27109,MN,Olmsted County,164784.0
1404,27111,MN,Otter Tail County,60626.0
1405,27113,MN,Pennington County,13714.0
1406,27115,MN,Pine County,30197.0
1407,27117,MN,Pipestone County,9245.0
1408,27119,MN,Polk County,30412.0
1409,27121,MN,Pope County,11400.0
1410,27123,MN,Ramsey County,536075.0
1411,27125,MN,Red Lake County,3911.0
1412,27127,MN,Redwood County,15288.0
1413,27129,MN,Renville County,14348.0
1414,27131,MN,Rice County,67948.0
1415,27133,MN,Rock County,9551.0
1416,27135,MN,Roseau County,15252.0
1417,27137,MN,St. Louis County,200514.0
1418,27139,MN,Scott County,155814.0
1419,27141,MN,Sherburne County,102206.0
1420,27143,MN,Sibley County,15084.0
1421,27145,MN,Stearns County,160977.0
1422,27147,MN,Steele County,37421.0
1423,27149,MN,Stevens County,9728.0
1424,27151,MN,Swift County,9719.0
1425,27153,MN,Todd County,25667.0
1426,27155,MN,Traverse County,3136.0
1427,27157,MN,Wabasha County,21683.0
1428,27159,MN,Wadena County,14241.0
1429,27161,MN,Waseca County,18981.0
1430,27163,MN,Washington County,278936.0
1431,27165,MN,Watonwan County,11077.0
1432,27167,MN,Wilkin County,6306.0
1433,27169,MN,Winona County,49721.0
1434,27171,MN,Wright County,151150.0
1435,27173,MN,Yellow Medicine County,9467.0
1436,28000,MS,Mississippi,2939690.0
1437,28001,MS,Adams County,28746.0
1438,28003,MS,Alcorn County,34135.0
1439,28005,MS,Amite County,12442.0
1440,28007,MS,Attala County,17359.0
1441,28009,MS,Benton County,7438.0
1442,28011,MS,Bolivar County,28968.0
1443,28013,MS,Calhoun County,12685.0
1444,28015,MS,Carroll County,9535.0
1445,28017,MS,Chickasaw County,16866.0
1446,28019,MS,Choctaw County,8088.0
1447,28021,MS,Claiborne County,8617.0
1448,28023,MS,Clarke County,15228.0
1449,28025,MS,Clay County,18206.0
1450,28027,MS,Coahoma County,20077.0
1451,28029,MS,Copiah County,27664.0
1452,28031,MS,Covington County,18059.0
1453,28033,MS,DeSoto County,193247.0
1454,28035,MS,Forrest County,78208.0
1455,28037,MS,Franklin County,7610.0
1456,28039,MS,George County,25619.0
1457,28041,MS,Greene County,13601.0
1458,28043,MS,Grenada County,21065.0
1459,28045,MS,Hancock County,46159.0
1460,28047,MS,Harrison County,210612.0
1461,28049,MS,Hinds County,214870.0
1462,28051,MS,Holmes County,15777.0
1463,28053,MS,Humphreys County,7216.0
1464,28055,MS,Issaquena County,1256.0
1465,28057,MS,Itawamba County,24093.0
1466,28059,MS,Jackson County,146389.0
1467,28061,MS,Jasper County,16013.0
1468,28063,MS,Jefferson County,6941.0
1469,28065,MS,Jefferson Davis County,10969.0
1470,28067,MS,Jones County,66250.0
1471,28069,MS,Kemper County,8584.0
1472,28071,MS,Lafayette County,58467.0
1473,28073,MS,Lamar County,66217.0
1474,28075,MS,Lauderdale County,70527.0
1475,28077,MS,Lawrence County,11741.0
1476,28079,MS,Leake County,21258.0
1477,28081,MS,Lee County,82799.0
1478,28083,MS,Leflore County,26378.0
1479,28085,MS,Lincoln County,34702.0
1480,28087,MS,Lowndes County,57283.0
1481,28089,MS,Madison County,112511.0
1482,28091,MS,Marion County,24224.0
1483,28093,MS,Marshall County,34123.0
1484,28095,MS,Monroe County,33609.0
1485,28097,MS,Montgomery County,9600.0
1486,28099,MS,Neshoba County,28789.0
1487,28101,MS,Newton County,21019.0
1488,28103,MS,Noxubee County,9914.0
1489,28105,MS,Oktibbeha County,51203.0
1490,28107,MS,Panola County,32669.0
1491,28109,MS,Pearl River County,57978.0
